id,city,type,name,desc,link,put,put_link
1512,Colombo,plane,Colombo International Airport,Main airport connecting Colombo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1513,Colombo,bus,Colombo Central Bus Terminal,Intercity bus terminal with connections across Sri Lanka,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1514,Badulla,plane,Badulla International Airport,Main airport connecting Badulla to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1515,Badulla,bus,Badulla Central Bus Terminal,Intercity bus terminal with connections across Sri Lanka,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1516,Battaramulla South,plane,Battaramulla South International Airport,Main airport connecting Battaramulla South to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1517,Battaramulla South,bus,Battaramulla South Central Bus Terminal,Intercity bus terminal with connections across Sri Lanka,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1518,Biyagama,plane,Biyagama International Airport,Main airport connecting Biyagama to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1519,Biyagama,bus,Biyagama Central Bus Terminal,Intercity bus terminal with connections across Sri Lanka,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1520,Khartoum,plane,Khartoum International Airport,Main airport connecting Khartoum to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1521,Khartoum,bus,Khartoum Central Bus Terminal,Intercity bus terminal with connections across Sudan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1522,Kassala,plane,Kassala International Airport,Main airport connecting Kassala to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1523,Kassala,bus,Kassala Central Bus Terminal,Intercity bus terminal with connections across Sudan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1524,Nyala,plane,Nyala International Airport,Main airport connecting Nyala to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1525,Nyala,bus,Nyala Central Bus Terminal,Intercity bus terminal with connections across Sudan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1526,Shendi,plane,Shendi International Airport,Main airport connecting Shendi to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1527,Shendi,bus,Shendi Central Bus Terminal,Intercity bus terminal with connections across Sudan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1528,Paramaribo,plane,Paramaribo International Airport,Main airport connecting Paramaribo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1529,Paramaribo,bus,Paramaribo Central Bus Terminal,Intercity bus terminal with connections across Suriname,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1530,Botopasi,plane,Botopasi International Airport,Main airport connecting Botopasi to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1531,Botopasi,bus,Botopasi Central Bus Terminal,Intercity bus terminal with connections across Suriname,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1532,Brownsweg,plane,Brownsweg International Airport,Main airport connecting Brownsweg to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1533,Brownsweg,bus,Brownsweg Central Bus Terminal,Intercity bus terminal with connections across Suriname,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1534,Friendship,plane,Friendship International Airport,Main airport connecting Friendship to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1535,Friendship,bus,Friendship Central Bus Terminal,Intercity bus terminal with connections across Suriname,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1536,Longyearbyen,plane,Longyearbyen International Airport,Main airport connecting Longyearbyen to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1537,Longyearbyen,bus,Longyearbyen Central Bus Terminal,Intercity bus terminal with connections across Svalbard and Jan Mayen,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1538,Stockholm,plane,Stockholm International Airport,Main airport connecting Stockholm to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1539,Stockholm,bus,Stockholm Central Bus Terminal,Intercity bus terminal with connections across Sweden,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1540,Aby,plane,Aby International Airport,Main airport connecting Aby to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1541,Aby,bus,Aby Central Bus Terminal,Intercity bus terminal with connections across Sweden,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1542,AElmhult,plane,AElmhult International Airport,Main airport connecting AElmhult to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1543,AElmhult,bus,AElmhult Central Bus Terminal,Intercity bus terminal with connections across Sweden,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1544,AElvdalen,plane,AElvdalen International Airport,Main airport connecting AElvdalen to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1545,AElvdalen,bus,AElvdalen Central Bus Terminal,Intercity bus terminal with connections across Sweden,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1546,Bern,plane,Bern International Airport,Main airport connecting Bern to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1547,Bern,bus,Bern Central Bus Terminal,Intercity bus terminal with connections across Switzerland,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1548,Aadorf,plane,Aadorf International Airport,Main airport connecting Aadorf to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1549,Aadorf,bus,Aadorf Central Bus Terminal,Intercity bus terminal with connections across Switzerland,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1550,Aarau,plane,Aarau International Airport,Main airport connecting Aarau to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1551,Aarau,bus,Aarau Central Bus Terminal,Intercity bus terminal with connections across Switzerland,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1552,Aarberg,plane,Aarberg International Airport,Main airport connecting Aarberg to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1553,Aarberg,bus,Aarberg Central Bus Terminal,Intercity bus terminal with connections across Switzerland,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1554,Damascus,plane,Damascus International Airport,Main airport connecting Damascus to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1555,Damascus,bus,Damascus Central Bus Terminal,Intercity bus terminal with connections across Syria,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1556,Al Hasakah,plane,Al Hasakah International Airport,Main airport connecting Al Hasakah to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1557,Al Hasakah,bus,Al Hasakah Central Bus Terminal,Intercity bus terminal with connections across Syria,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1558,Al Ladhiqiyah,plane,Al Ladhiqiyah International Airport,Main airport connecting Al Ladhiqiyah to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1559,Al Ladhiqiyah,bus,Al Ladhiqiyah Central Bus Terminal,Intercity bus terminal with connections across Syria,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1560,Al Qunaytirah,plane,Al Qunaytirah International Airport,Main airport connecting Al Qunaytirah to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1561,Al Qunaytirah,bus,Al Qunaytirah Central Bus Terminal,Intercity bus terminal with connections across Syria,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1562,São Tomé,plane,São Tomé International Airport,Main airport connecting São Tomé to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1563,São Tomé,bus,São Tomé Central Bus Terminal,Intercity bus terminal with connections across São Tomé and Príncipe,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1564,Taipei,plane,Taipei International Airport,Main airport connecting Taipei to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1565,Taipei,bus,Taipei Central Bus Terminal,Intercity bus terminal with connections across Taiwan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1566,Budai,plane,Budai International Airport,Main airport connecting Budai to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1567,Budai,bus,Budai Central Bus Terminal,Intercity bus terminal with connections across Taiwan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1568,Caogang,plane,Caogang International Airport,Main airport connecting Caogang to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1569,Caogang,bus,Caogang Central Bus Terminal,Intercity bus terminal with connections across Taiwan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1570,Chang-hua,plane,Chang-hua International Airport,Main airport connecting Chang-hua to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1571,Chang-hua,bus,Chang-hua Central Bus Terminal,Intercity bus terminal with connections across Taiwan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1572,Dushanbe,plane,Dushanbe International Airport,Main airport connecting Dushanbe to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1573,Dushanbe,bus,Dushanbe Central Bus Terminal,Intercity bus terminal with connections across Tajikistan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1574,Dodoma,plane,Dodoma International Airport,Main airport connecting Dodoma to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1575,Dodoma,bus,Dodoma Central Bus Terminal,Intercity bus terminal with connections across Tanzania,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1576,Arusha,plane,Arusha International Airport,Main airport connecting Arusha to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1577,Arusha,bus,Arusha Central Bus Terminal,Intercity bus terminal with connections across Tanzania,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1578,Bukoba,plane,Bukoba International Airport,Main airport connecting Bukoba to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1579,Bukoba,bus,Bukoba Central Bus Terminal,Intercity bus terminal with connections across Tanzania,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1580,Dar es Salaam,plane,Dar es Salaam International Airport,Main airport connecting Dar es Salaam to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1581,Dar es Salaam,bus,Dar es Salaam Central Bus Terminal,Intercity bus terminal with connections across Tanzania,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1582,Bangkok,plane,Bangkok International Airport,Main airport connecting Bangkok to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1583,Bangkok,bus,Bangkok Central Bus Terminal,Intercity bus terminal with connections across Thailand,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1584,Phuket,plane,Phuket International Airport,Main airport connecting Phuket to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1585,Phuket,bus,Phuket Central Bus Terminal,Intercity bus terminal with connections across Thailand,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1586,Chiang Mai,plane,Chiang Mai International Airport,Main airport connecting Chiang Mai to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1587,Chiang Mai,bus,Chiang Mai Central Bus Terminal,Intercity bus terminal with connections across Thailand,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1588,Dili,plane,Dili International Airport,Main airport connecting Dili to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1589,Dili,bus,Dili Central Bus Terminal,Intercity bus terminal with connections across Timor-Leste,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1590,Aileu,plane,Aileu International Airport,Main airport connecting Aileu to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1591,Aileu,bus,Aileu Central Bus Terminal,Intercity bus terminal with connections across Timor-Leste,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1592,Ainaro,plane,Ainaro International Airport,Main airport connecting Ainaro to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1593,Ainaro,bus,Ainaro Central Bus Terminal,Intercity bus terminal with connections across Timor-Leste,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1594,Baucau,plane,Baucau International Airport,Main airport connecting Baucau to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1595,Baucau,bus,Baucau Central Bus Terminal,Intercity bus terminal with connections across Timor-Leste,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1596,Lomé,plane,Lomé International Airport,Main airport connecting Lomé to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1597,Lomé,bus,Lomé Central Bus Terminal,Intercity bus terminal with connections across Togo,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1598,Kara,plane,Kara International Airport,Main airport connecting Kara to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1599,Kara,bus,Kara Central Bus Terminal,Intercity bus terminal with connections across Togo,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1600,Plateaux,plane,Plateaux International Airport,Main airport connecting Plateaux to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1601,Plateaux,bus,Plateaux Central Bus Terminal,Intercity bus terminal with connections across Togo,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1602,Savanes,plane,Savanes International Airport,Main airport connecting Savanes to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1603,Savanes,bus,Savanes Central Bus Terminal,Intercity bus terminal with connections across Togo,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1604,Fakaofo,plane,Fakaofo International Airport,Main airport connecting Fakaofo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1605,Fakaofo,bus,Fakaofo Central Bus Terminal,Intercity bus terminal with connections across Tokelau,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1606,Atafu Village (village),plane,Atafu Village (village) International Airport,Main airport connecting Atafu Village (village) to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1607,Atafu Village (village),bus,Atafu Village (village) Central Bus Terminal,Intercity bus terminal with connections across Tokelau,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1608,Nukunonu (village),plane,Nukunonu (village) International Airport,Main airport connecting Nukunonu (village) to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1609,Nukunonu (village),bus,Nukunonu (village) Central Bus Terminal,Intercity bus terminal with connections across Tokelau,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1610,Fakaofo (village),plane,Fakaofo (village) International Airport,Main airport connecting Fakaofo (village) to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1611,Fakaofo (village),bus,Fakaofo (village) Central Bus Terminal,Intercity bus terminal with connections across Tokelau,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1612,Nuku'alofa,plane,Nuku'alofa International Airport,Main airport connecting Nuku'alofa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1613,Nuku'alofa,bus,Nuku'alofa Central Bus Terminal,Intercity bus terminal with connections across Tonga,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1614,Port of Spain,plane,Port of Spain International Airport,Main airport connecting Port of Spain to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1615,Port of Spain,bus,Port of Spain Central Bus Terminal,Intercity bus terminal with connections across Trinidad and Tobago,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1616,Arima,plane,Arima International Airport,Main airport connecting Arima to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1617,Arima,bus,Arima Central Bus Terminal,Intercity bus terminal with connections across Trinidad and Tobago,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1618,Arouca,plane,Arouca International Airport,Main airport connecting Arouca to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1619,Arouca,bus,Arouca Central Bus Terminal,Intercity bus terminal with connections across Trinidad and Tobago,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1620,Barataria,plane,Barataria International Airport,Main airport connecting Barataria to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1621,Barataria,bus,Barataria Central Bus Terminal,Intercity bus terminal with connections across Trinidad and Tobago,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1622,Tunis,plane,Tunis International Airport,Main airport connecting Tunis to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1623,Tunis,bus,Tunis Central Bus Terminal,Intercity bus terminal with connections across Tunisia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1624,Ariana,plane,Ariana International Airport,Main airport connecting Ariana to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1625,Ariana,bus,Ariana Central Bus Terminal,Intercity bus terminal with connections across Tunisia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1626,Beja,plane,Beja International Airport,Main airport connecting Beja to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1627,Beja,bus,Beja Central Bus Terminal,Intercity bus terminal with connections across Tunisia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1628,Gafsa,plane,Gafsa International Airport,Main airport connecting Gafsa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1629,Gafsa,bus,Gafsa Central Bus Terminal,Intercity bus terminal with connections across Tunisia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1630,Istanbul,plane,Istanbul Airport (IST),Primary international gateway on the European side,https://www.skyscanner.com,Take M11 Metro Line (Gayrettepe - Kağıthane - IST Airport) or Havaist shuttles directly to Taksim & Beşiktaş.,https://hava.ist
1631,Istanbul,plane,Sabiha Gokcen Airport (SAW),Major international airport on the Asian side,https://www.skyscanner.com,Take M4 Metro Line (Kadıköy - Sabiha Gökçen) or Havabus shuttles directly to Kadıköy & Taksim.,https://www.havabuses.com
1632,Istanbul,bus,Esenler Bus Terminal (Buyuk Otogar),Main European side intercity coach station,https://www.obilet.com,M1A Metro Line connects directly to Aksaray and Yenikapı transfer hub.,
1633,Istanbul,bus,Alibeykoy Coach Terminal,Modern intercity terminal on the European side,https://www.obilet.com,T5 Tram Line to Eminönü or M7 Metro Line for quick city center transfer.,
1634,Bursa,bus,Bursa Intercity Bus Terminal,Central coach station connecting major cities,https://www.obilet.com,Take 93/38 coded yellow buses or T2 tram line to city center.,
1635,Bursa,plane,Sabiha Gokcen Airport (SAW),Nearest major international airport to Bursa,https://www.skyscanner.com,Take BBBUS directly from SAW airport arrivals to Bursa coach terminal.,https://bus.burulas.com.tr
1636,Antalya,plane,Antalya International Airport,Main airport connecting Antalya to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1637,Antalya,bus,Antalya Central Bus Terminal,Intercity bus terminal with connections across Turkey,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1638,Ankara,plane,Esenboga Airport (ESB),Primary airport for the capital city Ankara,https://www.skyscanner.com,Take Belko Air shuttle buses or 442 public bus line to Kizilay and ASTI.,https://www.belkoair.com
1639,Ankara,bus,ASTI Bus Terminal,Central coach station of Ankara,https://www.obilet.com,Ankaray Light Rail line connects directly to Kizilay and Maltepe.,
1640,Izmir,plane,Adnan Menderes Airport (ADB),Main airport serving Izmir and Aegean region,https://www.skyscanner.com,IZBAN Commuter Train or Havas shuttles connect directly to Alsancak and Karsiyaka.,https://www.izban.com.tr
1641,Cappadocia,plane,Cappadocia International Airport,Main airport connecting Cappadocia to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1642,Cappadocia,bus,Cappadocia Central Bus Terminal,Intercity bus terminal with connections across Turkey,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1643,Ashgabat,plane,Ashgabat International Airport,Main airport connecting Ashgabat to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1644,Ashgabat,bus,Ashgabat Central Bus Terminal,Intercity bus terminal with connections across Turkmenistan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1645,Ahal Welayaty (Ashgabat),plane,Ahal Welayaty (Ashgabat) International Airport,Main airport connecting Ahal Welayaty (Ashgabat) to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1646,Ahal Welayaty (Ashgabat),bus,Ahal Welayaty (Ashgabat) Central Bus Terminal,Intercity bus terminal with connections across Turkmenistan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1647,Balkan Welayaty (Balkanabat),plane,Balkan Welayaty (Balkanabat) International Airport,Main airport connecting Balkan Welayaty (Balkanabat) to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1648,Balkan Welayaty (Balkanabat),bus,Balkan Welayaty (Balkanabat) Central Bus Terminal,Intercity bus terminal with connections across Turkmenistan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1649,Dashoguz Welayaty,plane,Dashoguz Welayaty International Airport,Main airport connecting Dashoguz Welayaty to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1650,Dashoguz Welayaty,bus,Dashoguz Welayaty Central Bus Terminal,Intercity bus terminal with connections across Turkmenistan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1651,Cockburn Town,plane,Cockburn Town International Airport,Main airport connecting Cockburn Town to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1652,Cockburn Town,bus,Cockburn Town Central Bus Terminal,Intercity bus terminal with connections across Turks and Caicos Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1653,Back Salina,plane,Back Salina International Airport,Main airport connecting Back Salina to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1654,Back Salina,bus,Back Salina Central Bus Terminal,Intercity bus terminal with connections across Turks and Caicos Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1655,Blue Hills,plane,Blue Hills International Airport,Main airport connecting Blue Hills to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1656,Blue Hills,bus,Blue Hills Central Bus Terminal,Intercity bus terminal with connections across Turks and Caicos Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1657,Blue Mountain,plane,Blue Mountain International Airport,Main airport connecting Blue Mountain to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1658,Blue Mountain,bus,Blue Mountain Central Bus Terminal,Intercity bus terminal with connections across Turks and Caicos Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1659,Funafuti,plane,Funafuti International Airport,Main airport connecting Funafuti to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1660,Funafuti,bus,Funafuti Central Bus Terminal,Intercity bus terminal with connections across Tuvalu,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1661,Kampala,plane,Kampala International Airport,Main airport connecting Kampala to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1662,Kampala,bus,Kampala Central Bus Terminal,Intercity bus terminal with connections across Uganda,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1663,Adjumani,plane,Adjumani International Airport,Main airport connecting Adjumani to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1664,Adjumani,bus,Adjumani Central Bus Terminal,Intercity bus terminal with connections across Uganda,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1665,Apac,plane,Apac International Airport,Main airport connecting Apac to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1666,Apac,bus,Apac Central Bus Terminal,Intercity bus terminal with connections across Uganda,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1667,Arua,plane,Arua International Airport,Main airport connecting Arua to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1668,Arua,bus,Arua Central Bus Terminal,Intercity bus terminal with connections across Uganda,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1669,Kyiv,plane,Kyiv International Airport,Main airport connecting Kyiv to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1670,Kyiv,bus,Kyiv Central Bus Terminal,Intercity bus terminal with connections across Ukraine,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1671,Aleksandriya,plane,Aleksandriya International Airport,Main airport connecting Aleksandriya to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1672,Aleksandriya,bus,Aleksandriya Central Bus Terminal,Intercity bus terminal with connections across Ukraine,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1673,Aleksandrovka,plane,Aleksandrovka International Airport,Main airport connecting Aleksandrovka to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1674,Aleksandrovka,bus,Aleksandrovka Central Bus Terminal,Intercity bus terminal with connections across Ukraine,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1675,Alekseyevo-Druzhkovka,plane,Alekseyevo-Druzhkovka International Airport,Main airport connecting Alekseyevo-Druzhkovka to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1676,Alekseyevo-Druzhkovka,bus,Alekseyevo-Druzhkovka Central Bus Terminal,Intercity bus terminal with connections across Ukraine,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1677,Dubai,plane,Dubai International Airport,Main airport connecting Dubai to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1678,Dubai,bus,Dubai Central Bus Terminal,Intercity bus terminal with connections across United Arab Emirates,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1679,Abu Dhabi,plane,Abu Dhabi International Airport,Main airport connecting Abu Dhabi to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1680,Abu Dhabi,bus,Abu Dhabi Central Bus Terminal,Intercity bus terminal with connections across United Arab Emirates,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1681,London,plane,London Heathrow Airport (LHR),Primary hub airport,https://www.skyscanner.com,Take Elizabeth Line or Heathrow Express to Paddington.,https://www.heathrowexpress.com
1682,London,plane,London Gatwick Airport (LGW),Major south London airport,https://www.skyscanner.com,Take Gatwick Express or Southern rail to Victoria Station.,https://www.gatwickexpress.com
1683,Edinburgh,plane,Edinburgh International Airport,Main airport connecting Edinburgh to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1684,Edinburgh,bus,Edinburgh Central Bus Terminal,Intercity bus terminal with connections across United Kingdom,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1685,Manchester,plane,Manchester International Airport,Main airport connecting Manchester to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1686,Manchester,bus,Manchester Central Bus Terminal,Intercity bus terminal with connections across United Kingdom,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1687,Liverpool,plane,Liverpool International Airport,Main airport connecting Liverpool to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1688,Liverpool,bus,Liverpool Central Bus Terminal,Intercity bus terminal with connections across United Kingdom,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1689,New York City,plane,John F. Kennedy International Airport (JFK),Primary international gateway,https://www.skyscanner.com,"Take JFK AirTrain to Jamaica Station, then LIRR or subway E line to Manhattan.",https://new.mta.info
1690,Los Angeles,plane,Los Angeles International Airport,Main airport connecting Los Angeles to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
